PostalCode,HashCode,Age,Gender,Payment Method,CustId,LastTransaction,ChurnDate
65466,Mqvdh12w,41,male,credit card,333,2011-12-02 9:06:56,2012-07-23 4:20:48
89598,3UkCKVjJ,46,male,cash,334,2010-06-24 8:54:29,2012-05-26 20:33:38
85366,akWNQl4e,48,male,credit card,335,2011-12-26 4:48:32,2013-01-16 11:45:45
54585,IflVtKHF,34,male,credit card,336,2012-01-19 19:47:24,
58826,ZYsjhFn3,52,male,cash,337,2010-11-27 16:56:32,2011-11-20 8:28:02
63490,ZFaQjitd,18,weiblich,credit card,338,2012-10-30 8:05:28,
46321,xE1iyLHy,46,female,credit card,339,2012-10-18 1:14:04,2013-10-15 11:37:00
72804,n9xZIo4a,53,male,credit card,340,2012-07-12 3:18:59,
53175,Kq90bhm1,64,male,credit card,341,2013-08-19 13:03:13,
69314,T4rOqdyp,30,female,credit card,342,2012-09-14 5:07:45,
32350,fAf0KV8h,52,female,credit card,343,2011-02-03 0:29:29,2011-05-31 5:34:02
32949,s4mJquiX,75,female,cash,344,2010-05-09 10:48:10,2012-05-18 7:09:27
94207,BuEY7Tpn,65,male,credit card,345,2012-01-13 3:58:42,
51967,3rgi5H7g,34,male,credit card,346,2011-09-14 6:37:29,2011-09-28 15:55:47
20801,28Rviqp0,27,male,credit card,347,2011-06-14 2:00:32,2011-06-25 11:06:47
51712,ih6RmUWh,42,male,credit card,348,2012-11-05 22:31:04,
60265,w92VXAun,33,male,credit card,349,2011-11-03 13:03:50,
25041,zNxS6ml5,24,male,credit card,350,2012-10-05 20:49:32,
95836,4fx76BIW,49,female,credit card,351,2011-01-01 10:51:15,2011-12-18 11:22:51
52397,fTCWPuYd,76,female,credit card,352,2011-02-07 21:41:58,2013-01-24 12:27:46
52628,6eSYlIJJ,41,male,credit card,353,2012-01-28 9:51:59,
20069,hFr4nhjX,71,male,credit card,354,2012-05-25 13:13:13,
67346,0JbDpFTI,43,male,credit card,355,2012-07-05 5:34:21,
46361,P2HEkPoi,44,female,cash,356,2011-11-25 6:10:55,2013-10-15 11:44:01
43807,YEYnfgDQ,20,weiblich,credit card,357,2013-05-02 6:06:52,
70427,S5jIf47v,18,male,credit card,358,2012-05-02 18:11:41,
35235,DlHE0KbG,53,male,cash,359,2012-06-12 1:50:59,2014-02-18 21:09:59
55511,uGdg8HuX,46,male,credit card,360,2012-05-30 4:26:59,
57638,Eaix7H1b,82,female,credit card,361,2011-01-27 11:16:02,2014-03-30 10:29:20
48902,hJV6pIKL,23,female,credit card,362,2012-10-09 19:40:28,
28556,wPGhhnoA,19,male,cheque,363,2012-02-02 19:12:59,
67547,GkaDlXFS,68,male,cash,364,2011-06-13 18:44:41,2013-08-31 7:39:18
29795,CSooRpLP,42,male,credit card,365,2012-04-28 21:04:19,
45238,71vABnjs,39,male,credit card,366,2012-07-29 1:29:40,
80550,ZSgbd3KQ,73,mänlich,cheque,367,2012-07-16 17:36:45,
52403,mKaYvZby,50,mänlich,credit card,368,2012-03-27 22:40:27,
57958,210LCbHt,22,male,cash,369,2012-06-05 15:40:11,
36222,X7hsubnG,20,male,credit card,370,2012-01-30 14:53:50,
73650,EHE63QaR,47,male,cheque,371,2010-12-21 16:13:21,2014-03-08 22:48:47
61146,BHRbmBG0,40,female,credit card,372,2011-01-29 15:35:12,2012-08-03 12:03:04
38658,fh9NmHbn,23,male,credit card,373,2011-12-20 15:21:05,
37038,YkGqEBcY,21,female,credit card,374,2013-02-03 1:40:04,
70061,GpAxlaQf,64,male,credit card,375,2012-11-01 16:14:25,
66735,i3cyYO5T,39,male,cash,376,2010-09-19 18:59:50,2013-09-26 12:36:24
38337,FlWk4pc0,80,male,credit card,377,2012-03-16 18:37:13,2012-08-13 23:49:21
32502,GlXuIBNN,38,female,cash,378,2011-01-14 3:57:11,2012-12-28 11:27:21
76498,cabmK8ni,47,female,credit card,379,2010-09-18 7:40:14,2013-06-15 22:50:09
40211,vTa5gtGB,85,male,cash,380,2010-12-23 6:03:10,2011-05-21 10:33:53
38748,35KT5qKJ,26,male,cheque,381,2012-02-05 5:36:10,
46792,qzwNDfQU,69,female,credit card,382,2012-01-01 10:51:12,2012-01-22 20:08:17
55746,wHh275mF,18,mänlich,credit card,383,2013-01-19 2:18:42,
30813,IaV8LWhH,18,male,credit card,384,2012-05-07 22:54:01,
71442,D0x9RSKN,40,female,credit card,385,2011-08-17 13:08:20,2011-11-19 1:02:03
51590,z8mF5Azh,90,male,credit card,386,2011-08-16 19:14:52,2013-01-25 7:57:45
31324,UkAvVEOR,22,female,cash,387,2011-07-30 1:56:03,2011-10-22 4:02:20
65409,QTnxSy2W,36,female,cash,388,2012-02-14 22:39:32,2013-12-28 21:22:55
63963,dgBsdhp8,57,male,credit card,389,2012-04-28 0:57:35,
42483,HjpQwvBx,51,female,credit card,390,2011-03-27 13:57:48,2012-09-16 13:55:04
40497,OUAcaGfJ,63,male,cash,391,2011-04-05 9:22:41,2013-10-12 1:54:34
59976,U6X1rqgu,22,mänlich,cash,392,2013-03-14 18:55:14,
70119,BaDIalu0,33,female,cash,393,2010-07-13 13:10:11,2012-05-09 9:13:14
44066,dWyMpK2O,24,male,credit card,394,2012-02-08 16:33:31,2013-02-27 19:58:13
38982,rslIqHw5,44,male,cash,395,2010-06-21 8:22:03,
37202,Q3hYvLDE,55,male,credit card,396,2012-04-18 12:07:05,
52545,vtqPRomS,60,male,credit card,397,2011-09-29 16:42:52,
61923,XmWeSHa3,21,female,credit card,398,2012-07-27 14:29:47,
28283,mLVdYdBO,56,female,credit card,399,2010-10-16 23:15:52,2012-04-13 21:42:37
93646,sgulbWJH,51,male,credit card,400,2012-10-29 20:00:15,
46955,cTZLWxxP,33,female,cash,401,2011-06-15 10:08:29,
50636,vQJOJWtc,56,male,cash,402,2011-01-08 3:47:43,2012-07-17 0:49:43
48136,6G4zWWkD,61,male,credit card,403,2012-02-06 1:45:05,
34665,pCaMBaG6,91,male,credit card,404,2011-02-21 16:32:30,2012-03-05 17:15:38
26207,xNG27YQ2,44,female,credit card,405,2011-09-08 15:50:49,2012-07-04 23:42:42
47276,TrAH1gPk,54,weiblich,credit card,406,2013-01-11 0:38:49,2013-07-03 1:00:14
30778,XCpo5Tzh,55,male,cash,407,2011-11-05 9:25:41,2012-10-15 22:15:58
43360,Lizi5rSf,20,male,cash,408,2011-02-03 19:31:55,
70849,OeIR5JWQ,41,male,credit card,409,2012-08-18 16:39:26,
32114,VnnvzNUc,30,male,credit card,410,2012-10-25 9:48:10,2012-11-27 0:20:07
65906,FHr5Ot68,22,male,cheque,411,2011-06-24 7:24:20,
42444,tAQsnNjn,17,female,credit card,412,2011-12-19 23:00:58,2012-11-20 22:22:34
46243,kBtGPHli,66,male,credit card,413,2012-02-19 0:58:07,
67865,rslIqHw5,74,female,credit card,414,2010-10-22 6:52:16,2012-08-24 3:25:59
52448,ZdHwvfCs,49,female,credit card,415,2010-12-25 8:57:09,2014-02-10 12:15:32
55026,nM1wa8nb,43,male,cash,416,2011-10-28 23:44:10,2012-07-20 18:48:25
41807,6D2VeM7T,75,male,cash,417,2010-06-04 8:43:38,2013-05-27 1:26:25
39688,M0KFbg7V,52,male,cash,418,2011-07-03 11:38:37,2013-03-16 22:42:40
73947,WMQcB9Hn,76,male,credit card,419,2011-01-02 7:33:41,
39258,imGPIAIz,80,weiblich,credit card,420,2013-04-01 23:52:33,
63834,Iw9t9jxM,41,male,cash,421,2011-02-14 0:40:03,2012-04-25 8:10:32
46446,u5RyRaRh,65,male,cash,422,2011-03-13 19:30:53,2011-11-30 3:20:44
21946,QKhGQTq6,51,weiblich,credit card,423,2013-06-13 0:28:33,2013-07-26 22:31:14
48646,FjCT7NF8,28,weiblich,credit card,424,2012-12-13 19:50:26,
51849,PEjNsxdD,76,male,credit card,425,2011-09-24 22:16:17,
48379,gkPbGRmx,58,mänlich,credit card,426,2012-11-13 17:25:01,
41684,KKZLUbvs,53,male,credit card,427,2012-05-14 23:54:58,
60421,GofO3xGl,28,female,credit card,428,2013-01-02 17:22:40,
26225,wHh275mF,19,female,credit card,429,2012-07-13 23:41:16,
52388,KGVlpn8K,36,male,credit card,430,2012-02-11 16:02:34,
75968,KYmSR2vE,69,male,cash,431,2010-12-08 20:49:29,2011-03-10 16:59:47
59994,lipDk8MI,31,male,credit card,432,2012-07-09 11:02:22,
70285,1DV3f83o,78,male,credit card,433,2011-09-17 19:24:35,2012-08-02 13:09:28
45239,tCO5Wx5Y,46,male,credit card,434,2012-05-03 3:41:37,
39535,M4f7DRys,26,male,credit card,435,2012-03-05 23:00:32,
59980,C5g6ifZj,50,female,cash,436,2011-06-19 8:21:49,2011-06-30 19:44:28
60443,R9s3bCKc,21,female,credit card,437,2013-01-01 7:33:27,
53322,dXngQAKL,56,male,credit card,438,2013-05-03 19:51:03,
67456,3p6Q9p9B,76,male,credit card,439,2011-01-23 5:12:33,2014-01-23 17:06:18
78741,JN5vTby9,39,female,cash,440,2011-07-01 15:09:13,2013-06-23 11:49:29
74109,bxF6fwXj,34,mänlich,credit card,441,2012-12-06 2:05:56,
71592,YvVWet3Y,48,weiblich,credit card,442,2012-11-17 11:49:48,2013-07-09 21:29:39
76001,hIoHR9yD,67,male,credit card,443,2012-07-18 18:31:12,
63378,OPkZVDS3,43,female,credit card,444,2011-06-26 21:06:26,
20964,pXvDL0bK,24,mänlich,credit card,445,2013-02-04 18:17:18,
91024,Zgw914sP,58,male,cash,446,2011-07-22 1:43:17,2013-04-05 18:58:26
56572,1UOUsi3Z,34,female,credit card,447,2010-12-17 7:59:57,
58427,4HY6rffO,67,weiblich,credit card,448,2013-04-09 13:06:30,2013-05-03 21:51:56
47168,LdZvNRAt,18,male,credit card,449,2012-12-08 23:02:22,
48117,NAdFk1Tr,61,male,credit card,450,2013-02-07 14:31:22,
41669,twPKVhgh,49,male,credit card,451,2012-11-17 10:59:39,
13826,9ntGGAsv,54,mänlich,credit card,452,2013-10-09 15:47:24,
52371,N0kWz600,37,male,credit card,453,2012-06-04 19:11:55,
47336,vponIBAp,43,male,cash,454,2011-06-26 13:14:19,2013-01-16 19:43:26
57030,20oBj60n,52,male,cheque,455,2010-12-23 11:54:13,2013-10-07 15:49:51
77099,K2e75GKd,51,female,credit card,456,2010-10-10 16:19:09,2011-08-24 7:40:19
47943,mKShmzZe,62,weiblich,credit card,457,2012-08-05 11:39:37,2014-03-04 10:08:16
40398,BUkdkv7j,51,male,cash,458,2011-09-28 9:51:57,2013-02-04 6:32:25
73759,7LD5QKiB,66,female,credit card,459,2010-12-07 14:33:26,2012-04-18 8:54:34
50292,7vZ8bVca,54,female,credit card,460,2010-10-02 23:34:36,2011-07-25 7:27:03
56261,fUkuoOrN,70,male,cash,461,2011-09-12 11:58:08,2014-04-06 20:05:39
35004,HWWTBf6e,44,female,credit card,462,2011-01-20 2:34:39,2011-10-07 5:28:55
46624,Ek3zONY4,70,female,credit card,463,2011-01-21 7:47:28,2013-03-07 3:06:29
42410,lsbbuWoz,48,male,credit card,464,2012-06-30 13:16:34,2013-10-22 12:16:13
66872,y1nBm0uq,59,weiblich,credit card,465,2013-03-21 19:03:10,2014-03-12 8:31:29
32125,GL3EKIXB,54,male,credit card,466,2013-01-11 18:41:39,
58135,BN3befSs,18,weiblich,credit card,467,2014-02-09 21:33:59,2014-02-18 19:52:59
38400,H8tTp8Ky,19,female,credit card,468,2012-10-28 11:36:10,
40672,6ZvYkAYA,19,female,credit card,469,2012-11-10 7:54:48,
21371,qIpY340n,36,male,credit card,470,2012-11-06 15:07:34,
49575,RWDVb00w,27,male,cheque,471,2012-05-23 4:31:12,2012-06-28 16:16:10
31231,OiMvd9Yc,18,female,credit card,472,2012-05-08 15:26:06,
31454,ELmyVSAi,58,mänlich,cash,473,2013-05-02 14:08:20,2013-09-16 4:01:10
48009,yejS1Mzo,18,female,credit card,474,2012-04-07 6:20:57,
51324,85IIDJb3,36,weiblich,credit card,475,2013-11-29 15:50:29,2014-01-20 3:20:36
46428,82BIkDkP,47,male,credit card,476,2012-11-04 0:40:27,
69865,qDo9W06U,52,male,credit card,477,2012-09-07 1:50:02,
60330,2FlbPxHF,56,male,cash,478,2011-04-14 18:44:24,2014-01-27 18:51:57
29221,NNbROgIt,35,male,credit card,479,2013-04-26 23:28:38,
24440,xQwke1qY,29,female,credit card,480,2012-07-26 3:20:02,
58540,XP8VoIk5,32,male,credit card,481,2012-05-10 11:18:03,
52955,AkJfkAuf,72,male,cash,482,2011-09-28 18:34:25,2012-12-17 19:00:05
47613,x1n8swtd,71,male,credit card,483,2011-11-02 16:08:14,
45567,F6yRqbEo,49,male,credit card,484,2012-09-11 9:02:09,
38455,3WW2RIh0,77,male,credit card,485,2010-09-17 7:59:41,2011-03-15 22:26:17
24685,1aFqs1yO,21,male,cash,486,2011-11-17 10:33:16,
40852,UXNDaquE,29,female,cash,487,2012-02-02 0:26:01,2012-11-25 12:44:56
69484,yk7RmqC3,47,female,credit card,488,2010-02-19 23:14:31,2013-01-23 7:46:25
54133,FFHYrq2R,19,female,credit card,489,2012-11-29 16:57:41,
45103,wQjEDrl8,63,female,cheque,490,2010-06-30 1:33:57,2013-03-24 19:50:39
34190,vmqGVieR,24,male,credit card,491,2012-04-02 10:08:29,2012-09-28 5:11:36
81622,gu5K6PC0,66,female,credit card,492,2011-10-07 11:01:36,2013-05-28 6:31:45
70974,C6zIFfnV,23,male,credit card,493,2012-03-08 1:47:21,
45689,fYcLN1ti,45,weiblich,credit card,494,2012-07-01 1:10:15,2013-10-15 13:24:25
65625,Lv6bHYMT,30,male,credit card,495,2012-01-19 2:17:56,
49005,wHh275mF,72,female,cash,496,2011-03-03 21:24:17,2013-07-16 5:56:21
59033,HudYaD06,79,male,cash,497,2012-05-02 1:00:27,2013-05-01 2:25:31
18418,q0dOHlRd,46,male,credit card,498,2012-05-26 6:45:01,
58885,FHALZCAu,69,female,cash,499,2011-12-13 4:01:36,
15607,ygcF4CO1,55,female,cheque,500,2011-05-15 20:50:22,2011-12-22 17:11:15
58176,IJ5eIqCU,27,female,credit card,501,2013-06-19 23:14:27,
89514,1ku04YJG,25,female,cash,502,2010-11-27 7:40:44,
60348,bGdHEYeB,38,female,credit card,503,2011-11-22 16:05:54,2012-03-05 0:06:36
19635,hWWsbvFV,39,female,credit card,504,2012-01-26 3:06:33,2013-11-06 8:32:59
46792,eWjS5w8b,76,male,credit card,505,2011-03-15 3:03:18,2012-05-11 1:02:56
46349,SMstnaz9,34,male,cash,506,2012-03-13 10:30:16,2014-02-28 20:28:29
31280,80PGKjhR,52,female,cash,507,2010-06-13 4:19:13,2011-03-02 22:10:28
44756,xj6Zgj6j,57,female,credit card,508,2011-12-03 1:35:32,2013-07-23 14:26:48
63209,C5g6ifZj,23,female,credit card,509,2012-09-14 8:18:44,
57550,LoJIg9Xc,71,female,credit card,510,2011-04-29 14:37:57,2014-01-16 12:11:54
70441,aCo8NJCD,58,male,credit card,511,2013-03-20 4:36:22,
51710,OZ36TOSi,17,female,credit card,512,2013-01-10 17:43:38,2013-08-07 5:52:39
41669,BjATVOv7,47,female,cash,513,2011-08-31 17:42:46,2012-11-13 0:48:32
31894,AIOIGQsl,41,male,cash,514,2011-09-08 0:11:43,2013-12-07 22:43:47
57822,YbRWLBNt,59,mänlich,credit card,515,2013-08-11 2:35:47,
48691,TkTaU6Ei,19,male,credit card,516,2011-06-16 11:04:07,
41464,MFEnh7bK,18,female,credit card,517,2012-06-11 10:42:49,
42002,ocLvIKIN,53,mänlich,credit card,518,2013-01-14 10:52:32,2013-02-17 5:51:14
53455,qfqG0jwP,44,male,credit card,519,2012-06-02 15:01:01,
57398,mC1mXZvF,33,male,credit card,520,2013-03-05 4:56:59,
58218,cD0f3l1e,28,male,cash,521,2012-04-11 13:23:38,
41219,RXev5Ebs,78,male,credit card,522,2011-03-02 6:45:30,2013-07-21 9:30:36
61552,Ge78zAAF,30,female,cash,523,2011-09-19 10:01:08,2013-11-14 3:34:52
30761,bGVBf0fv,51,male,credit card,524,2012-03-11 0:00:06,
39409,HvzpxffH,39,female,credit card,525,2011-09-19 14:12:22,2013-08-25 3:17:39
46263,sST2q5dY,80,female,credit card,526,2010-09-26 8:02:09,2011-08-09 11:11:54
22022,txwqlFrx,40,male,credit card,527,2012-02-05 18:14:11,
37031,5HsKGpu7,53,female,cash,528,2010-11-25 19:05:34,2013-10-16 19:46:19
56543,IL0FQwuT,28,male,credit card,529,2012-09-03 7:00:30,
69146,KznIZlsO,87,female,credit card,530,2011-05-26 22:34:55,2012-05-31 23:23:53
42652,biBvW212,36,female,credit card,531,2010-08-01 5:10:19,2012-05-26 8:24:44
46949,27GuyYYU,20,female,credit card,532,2012-04-28 5:04:27,
24239,F72y4CHK,37,male,cash,533,2011-10-29 22:57:33,2012-09-02 13:36:22
56200,qfqG0jwP,55,male,cheque,534,2011-08-07 0:08:39,2014-01-31 15:59:02
60428,jgTEURan,72,male,cash,535,2011-09-23 5:45:56,
24270,XhDRv5mi,55,female,credit card,536,2011-12-24 17:01:38,2012-11-12 19:19:34
76387,pM6ncCcg,36,male,cash,537,2011-12-23 13:43:15,
39822,L1KUkYjX,34,male,credit card,538,2012-02-17 23:38:36,
68737,8C4swT2C,41,male,credit card,539,2012-04-26 21:11:37,
27368,dee79fB6,17,female,credit card,540,2012-07-29 15:38:21,
19681,IOgbGQi6,30,male,credit card,541,2012-05-09 15:35:10,
59370,bItyHa6q,17,male,credit card,542,2012-02-20 1:04:00,
49474,DIw2K055,83,female,credit card,543,2011-08-19 18:22:53,2012-06-27 2:55:38
40098,kKqv3Qja,46,female,cheque,544,2012-02-29 5:21:55,2012-12-09 9:44:49
44021,vBuaPTLy,59,female,credit card,545,2010-12-03 19:16:56,2013-02-21 0:18:45
67963,40jeoiUq,18,male,cash,546,2012-06-23 12:24:00,
26742,xOYD8deg,28,male,credit card,547,2013-05-02 6:57:13,
26349,osRHYXPI,26,male,cash,548,2012-07-04 20:09:55,
75265,CDMLQ1KZ,33,female,credit card,549,2010-11-15 11:08:19,2012-12-02 12:15:08
52623,Ff3lZmg5,21,male,credit card,550,2012-02-23 5:26:16,
52035,RMeJtZch,55,female,cash,551,2011-10-01 19:29:27,2013-09-03 2:17:14
28681,WQM9A4KR,68,male,cash,552,2011-01-18 9:19:47,2012-04-21 17:07:49
35230,LDm6Dsk4,29,female,credit card,553,2012-10-25 19:49:13,
40374,p5GybWYd,32,male,credit card,554,2011-08-30 17:31:42,
26091,9tYOT2au,57,male,cash,555,2011-07-26 20:01:40,2013-07-01 10:38:27
51596,BWpxSlU4,63,female,credit card,556,2012-03-05 4:18:41,2012-09-08 18:45:51
62613,oTZDktHt,47,female,cash,557,2011-01-04 11:12:18,2013-04-16 9:08:53
70219,5DEhdw4r,31,female,credit card,558,2011-08-22 4:56:46,2012-10-26 18:12:54
47321,lvzkCIBX,27,weiblich,cash,559,2013-02-14 4:59:54,2013-12-01 18:43:37
40261,mhlXMfhk,18,weiblich,cash,560,2012-10-08 13:00:11,2012-11-11 12:56:36
67859,gXZ8rO9p,51,female,credit card,561,2011-07-19 12:17:32,2011-10-01 4:40:46
80650,8UVYIdiq,17,male,credit card,562,2013-01-26 9:53:44,
51280,aLkVKMxb,48,male,credit card,563,2011-11-02 7:41:49,
42537,3JCDKir5,25,male,credit card,564,2012-07-27 20:10:47,
51589,bc50enYj,42,female,cash,565,2011-08-17 0:05:28,2013-01-18 13:55:01
49758,Qio3jgCL,42,female,credit card,566,2011-07-06 11:19:49,2012-10-17 20:12:10
54399,pESQsFYn,49,male,credit card,567,2013-08-26 12:53:40,
35508,egiVEO2C,47,mänlich,cash,568,2012-06-10 11:57:16,2014-01-14 11:03:45
61045,adpRucto,45,female,cash,569,2011-09-04 11:36:50,2013-01-26 11:27:33
66636,cue1J9YL,49,female,credit card,570,2011-01-27 10:11:00,
42795,9EepdQKj,34,male,credit card,571,2012-09-03 13:29:00,2013-11-14 22:50:30
47525,gFe84siO,39,weiblich,credit card,572,2013-11-01 7:52:27,2013-12-17 20:24:08
55815,y1z7Sd0F,29,female,credit card,573,2012-07-01 15:20:06,2013-03-01 22:46:07
50494,6RKmTzjy,32,female,cash,574,2010-11-24 12:05:31,
89337,geHmvFIs,25,male,cash,575,2012-06-23 3:34:22,
28187,ITG46Krv,21,male,credit card,576,2013-04-24 11:28:33,
46367,jNO6ylgr,57,female,cash,577,2010-12-13 23:33:15,2013-01-23 3:18:45
50409,rRigKXZl,64,female,credit card,578,2011-09-25 23:22:57,2013-03-13 2:20:23
44191,83d7eRMo,51,female,cash,579,2011-12-06 2:58:13,2013-09-28 5:50:03
35597,z3POfQ5L,24,male,credit card,580,2013-02-08 23:06:30,
45272,2rBtu6uh,60,male,credit card,581,2012-05-02 7:48:56,
60164,8LWL2ga0,35,mänlich,credit card,582,2012-09-09 21:54:18,
64198,Xvhgq6In,54,male,credit card,583,2012-04-05 0:00:10,
40446,WMQcB9Hn,55,female,cash,584,2011-06-19 7:48:55,2013-10-23 14:33:02
60089,c1jjHk7X,40,mänlich,cash,585,2013-05-21 18:40:27,
77274,8VREZhhZ,43,mänlich,cash,586,2012-11-15 14:25:02,2013-07-28 5:34:26
49592,XmHhZdhj,91,male,credit card,587,2012-02-01 2:07:39,2012-11-15 18:59:26
36272,r37KPWWf,40,female,cash,588,2012-02-08 9:28:03,
30636,FeFTZoBg,51,male,cash,589,2011-08-16 17:57:00,
58790,cblOSGwv,46,female,credit card,590,2012-01-22 9:01:38,2013-07-26 2:28:45
92029,0dFBEzCp,76,weiblich,cash,591,2013-07-07 4:33:38,2013-08-01 0:20:30
39394,F2MYhfRt,54,male,cash,592,2011-02-13 11:59:58,2013-12-23 17:25:13
45729,ccVSKQn6,17,female,credit card,593,2012-07-03 22:24:02,
60783,GcdANJZ9,21,female,cheque,594,2011-10-19 4:40:21,2011-12-30 14:42:49
90336,nq4LkgfH,18,female,credit card,595,2012-01-14 22:03:56,
64400,DTabIQ8M,20,female,credit card,596,2012-07-27 16:58:10,
51655,G1c0kZqQ,27,male,cash,597,2012-01-12 2:11:07,
38006,Anakdu8V,28,male,credit card,598,2011-09-08 20:43:28,
68770,x1n8swtd,44,female,credit card,599,2011-03-08 15:04:12,2011-06-15 19:14:34
19111,Mwnp91Qm,21,male,credit card,600,2013-05-15 5:36:11,
69546,0JbDpFTI,32,mänlich,cash,601,2013-06-25 23:05:00,2013-11-08 17:14:20
48232,a581F8G8,37,female,cash,602,2011-09-18 14:24:45,2013-06-01 8:54:17
52544,A2KMLVHQ,18,male,cash,603,2011-06-08 21:31:11,2013-07-21 10:09:04
47553,WPDcMcD3,89,female,credit card,604,2011-07-11 16:00:57,2014-03-01 13:36:44
15024,ofnLhsJr,41,male,credit card,605,2012-07-13 23:36:43,
38543,GL0O9BkK,72,male,cash,606,2011-12-21 10:04:33,
52846,joCQ5blJ,29,female,cheque,607,2011-11-26 2:47:12,2012-07-31 11:31:52
36093,48ejwW8C,46,male,credit card,608,2012-11-07 22:51:59,
54446,JRUwG50V,61,female,cash,609,2011-05-30 2:53:09,2013-10-01 14:22:30
53362,l7yL3X2p,20,male,credit card,610,2013-03-15 2:30:12,
43429,XE5S1xe9,45,male,credit card,611,2012-04-27 21:07:34,
42028,uWJsnxrs,62,female,credit card,612,2011-02-28 23:08:25,2011-08-24 6:33:51
67218,tzZOdNNz,51,male,credit card,613,2013-04-21 15:20:09,2013-08-20 14:33:20
38695,xdjkCxXu,74,weiblich,credit card,614,2012-11-12 18:31:21,
54172,M2gebuP9,48,male,credit card,615,2013-07-15 4:38:35,2014-02-04 20:25:36
45987,8TvDS9GP,28,male,cash,616,2013-05-16 1:38:15,
33865,Kc361UEC,46,weiblich,credit card,617,2012-12-04 23:42:31,2012-12-07 8:15:17
33871,6AMxtCXu,32,female,credit card,618,2011-09-25 12:09:43,2014-03-03 21:06:48
35761,DyX2oo6y,53,female,cash,619,2011-03-21 4:35:21,2013-07-01 4:55:24
40103,QZNLpGKp,57,male,credit card,620,2011-10-21 19:39:10,
44088,YPzB9wep,22,male,cash,621,2012-04-17 16:29:07,2013-10-06 0:14:36
67735,Rv3TbHnx,49,male,credit card,622,2011-12-11 22:40:27,
47988,xSmRRo8l,63,male,credit card,623,2011-12-13 11:40:17,2013-01-30 1:00:58
65403,MSwC9s91,90,mänlich,credit card,624,2013-11-19 20:58:14,2014-02-28 5:34:48
48606,VTcgeeFy,57,male,cheque,625,2010-12-24 11:04:38,2011-01-14 21:09:53
66950,HuETIuK1,28,female,credit card,626,2012-07-18 7:57:43,
50461,f8cyH1Sq,17,female,cash,627,2011-04-25 19:18:41,
38314,MFEnh7bK,50,male,cash,628,2011-03-21 21:46:36,
73446,07qYU3UO,51,male,credit card,629,2012-06-11 1:45:44,
40913,crPUYdcS,74,weiblich,credit card,630,2013-07-12 16:58:25,2014-01-15 18:33:48
80818,mcuzmLS9,73,female,credit card,631,2011-06-30 10:40:36,2014-01-31 1:06:14
36660,aaW8qFWn,52,male,cash,632,2011-05-09 3:22:20,
55935,cF9UWaPC,52,female,credit card,633,2011-08-01 20:29:05,2014-03-15 6:39:08
77118,aFcQXWKe,19,mänlich,credit card,634,2014-02-24 19:17:27,
85308,a2GnVaW8,54,male,cash,635,2011-06-13 10:20:46,2011-10-25 17:37:02
29697,5KujlJwH,26,mänlich,credit card,636,2012-10-11 9:30:19,
72128,mS6tIbdQ,25,female,cheque,637,2011-01-08 12:34:06,
61892,KJ6hj6sI,42,male,credit card,638,2011-12-27 10:15:42,
28282,ocLvIKIN,78,female,cash,639,2010-09-30 9:51:58,2011-09-16 2:19:29
43368,CSOce7KM,34,male,credit card,640,2012-08-20 3:46:56,
40580,pIITnvn2,19,weiblich,credit card,641,2013-04-12 5:05:47,2014-02-07 10:02:52
42846,9ClyAwcK,27,weiblich,cash,642,2013-04-11 18:05:59,2013-07-01 19:55:59
35669,p7iVK0st,81,mänlich,credit card,643,2012-09-06 0:29:02,
43143,ZG4oIMce,32,female,cheque,644,2011-04-11 0:33:26,2013-03-11 23:08:14
54630,fMiscyUn,70,male,cash,645,2012-05-18 15:16:56,
34991,KhYWNyXV,23,female,credit card,646,2012-08-30 2:43:58,2012-12-10 9:27:26
66583,5KX1YG47,17,female,credit card,647,2013-06-23 12:49:24,
49110,1nPzxvzv,19,male,cash,648,2012-10-23 11:14:39,
53027,dbni56Jc,42,female,credit card,649,2011-03-11 4:56:54,2013-08-05 9:22:19
49973,SswVQQan,27,female,credit card,650,2012-05-27 8:53:17,
50791,8PXbWrBz,57,female,credit card,651,2011-05-04 14:15:05,2012-07-23 4:06:41
99575,I7QHVREl,57,male,credit card,652,2011-12-03 5:46:45,
62370,qEgENbk8,67,male,cash,653,2011-05-20 17:09:45,
36906,EBYhau19,63,female,cheque,654,2012-07-09 3:44:43,2013-05-13 23:17:42
17193,H57aDBgM,40,female,credit card,655,2011-05-08 16:26:06,2013-05-28 22:55:12
59105,luG6I4xE,21,male,cash,656,2012-03-15 23:22:53,
27739,GRGGenRP,58,female,credit card,657,2011-04-01 22:49:52,2012-01-17 9:07:20
38030,1lq6CER9,23,mänlich,cash,658,2012-11-15 14:15:28,
33937,cD0f3l1e,76,male,credit card,659,2011-08-16 0:02:05,2012-08-26 6:13:09
21273,gYZr4Ubb,73,female,cash,660,2011-06-20 6:26:22,
65779,ZWllOgnR,40,female,cash,661,2012-06-13 18:38:05,2013-09-16 12:46:39
33334,vyLYrSRA,33,male,credit card,662,2012-02-04 19:24:49,
36325,ac0GDNIY,54,male,credit card,663,2012-09-19 15:47:10,
49967,nebDykfo,17,female,credit card,664,2013-09-09 23:15:13,
34635,7GDdhe6R,51,male,cash,665,2011-03-02 19:10:56,2012-05-29 4:03:24
